product_id, brand, desc, size, original_price, new_price, price_change
7014936,Acronym  Nike,NikeLab Air Presto Mid x ,10.5,$240,$216,10.0%
6121313,Acronym,S21-DS,s,$4000,$1547,61.33%
7354563,Acronym  Nike, Nike Vapormax Moc 2,9,$210,$185,11.9%
8469735,Acronym  Nemen, x Nemen LA5-MP,m,$500,$450,10.0%
5611674,Acronym  Nike,Air Force 1 Downtown HI SP Olive / Black,12,$220,$178,19.09%
7942001,Acronym,3A-6TS COR,os,$4000,$3240,19.0%
5418446,Acronym  Nike  Nike ACG,Air Vapormax Moc 2.0 Thirsty Bandit Cargo Khaki,9.5,$315,-,
6596433,Acronym  Nike,NIKE X  AIR PRESTO MID,9,$400,$225,43.75%
5446692,Acronym  Nike,NIKE X  AIR VAPORMAX FLYKNIT MOC 2,10,$350,$283,19.14%
6504274,Acronym,GT-J34,s,$1700,-,
6198030,Acronym,J68-S RAF,s,$2000,$1800,10.0%
3270118,Acronym  Nike,Nike  AF1 DOWNTOWN HI SP,8.5,$240,-,
8250123,Acronym,KR-H1,os,$800,-,
8293255,Acronym  Nike,Nike  Presto Mid Pacer Pink,8,$209,$188,10.05%
7263022,Acronym  Nike,Air Presto Mid ,8,$590,-,
5221480,Acronym  Nike, VaporMax,12,$445,$234,47.42%
6665234,Acronym  Nike,Nike  Presto Racer Pink,9,$400,$280,30.0%
4967219,Acronym  Nike,Nike Air Vapormax ,6,$280,$162,42.14%
5278979,Acronym,J1b-s,s,$2300,-,
5199645,Acronym  Nike,Air VaporMax FK MOC 2.0 /  Black Volt Collab AQ0996-007,11,$334,-,
7259919,Acronym,Hypefest Exclusive Roborace Logo Beanie DS,os,$200,$180,10.0%
8383888,Acronym  Nike,Nike  Presto Mid,8,$160,-,
5786482,Acronym, SS-J25 Olive Drab raf new zip-up hooded jacked,s,$931,-,
8111816,Acronym, Jacket,l,$650,$600,7.69%
5787483,Acronym,GT-J18F - female version -WOMEN'S GORE-TEX® PRO SHELL™ TRENCHCOAT,s,$1400,$1250,10.71%
8532292,Acronym  Nike,Nike x  Lunar Force 1,8,$300,-,
8511448,Acronym,J72-AK,m,$900,-,
7956424,Acronym, 3A-3TS-SVR,os,$975,-,
7622748,Acronym, NG4-PS,os,$1100,-,
7383025,Acronym,J36-GT (ACR-FW-1314),s,$2000,-,
6870063,Acronym  Nike,Nike  Presto Grey,10,$287,$232,19.16%
7012187,Acronym, 3A-5TS (2018 Black X-PAC Version),os,$2500,-,
6953250,Acronym,J47TS-GT Black size S,s,$3000,-,
8390846,Acronym, P23A-DS(Wtt for p23-s),30,$3000,$2430,19.0%
8038668,Acronym,P25H-DS,32,$1599,$1295,19.01%
8289215,Acronym  Nike,Nike x  Collab Volt Pink Mid Presto,11,$220,-,
7133984,Acronym  Nike,Nike X  Presto OLIVE *XL*,12,$750,$607,19.07%
6729486,Acronym  Highsnobiety, X Highsnobiety Japan Launch tee 100 PIECES WORLDWIDE,l,$500,-,
6568328,Acronym  Nike,Nike x  air force 1,9,$215,$193,10.23%
5152178,Acronym  Nike,Vapormax,11.5,$300,-,
8196923,Acronym,J72-AK,l,$900,$800,11.11%
6596386,Acronym  Nike,NIKE X  AIR PRESTO MID,9,$400,$270,32.5%
7682464,Acronym,J46-FO,l,$2050,-,
6682665,Acronym  Nike,Nike  Presto "Cool Grey",11,$300,$218,27.33%
8460489,Acronym,J1A-GT 2.2,s,$3250,-,
7805823,Acronym, S21-DS,s,$1780,$1049,41.07%
8312033,Acronym, p23-A raf green,30,$1800,-,
8128105,Acronym  Nike, x Nike Air Presto Mid Racer Pink,10,$230,-,
8068238,Acronym,NIKE X  PRESTO - DEADSTOCK YELLOW,8,$180,$162,10.0%
7393737,Acronym  Nike,NIB Nike X  Air Force One Hi Downtown SP,9,$250,$181,27.6%
7497603,Acronym  Nike,Air Presto Mid Racer Pink,10,$290,$261,10.0%
5009897,Acronym  Nike, Vapormax Moc 2 Flyknit Light Bone,7,$254,$205,19.29%
7025760,Acronym  Nemen,Hoodie,m,$450,-,
5971267,Acronym  Nike,Air VaporMax Moc 2  Light Bone,9,$280,-,
8524151,Acronym, E-J21,l,$1200,-,
8136660,Acronym,J47TS-GT,m,$3000,$2700,10.0%
7772230,Acronym,White 3A-3TS,os,$900,$810,10.0%
7875683,Acronym,J47ts-gt,s,$3500,$3000,14.29%
6641401,Acronym  Nike,Nike x  Air Vapormax FK Moc 2 Black / Volt Size 8,8,$350,$228,34.86%
7421165,Acronym,J69-GT,s,$1550,-,
6678688,Acronym  Nike,Nike  Presto,11,$300,$270,10.0%
7004022,Acronym,J64TS-S,s,$1750,-,
5213743,Acronym  Nike, x Nike Vapormax 2.0,13,$300,$243,19.0%
5189548,Acronym,NT6-NG1,os,$300,-,
5082988,Acronym  Nike,Nike x  Lunar Force 1,12,$330,-,
7178511,Acronym,S16-WS (M, Full Pack),m,$550,-,
8472033,Acronym, J1A-GT Gen-2.2 Medium,m,$3199,$2999,6.25%
7948076,Acronym  Errolson Hugh, NG8-PS,os,$411,$298,27.49%
6522233,Acronym  Nike,Air Force 1 Downtown (DAF1),8.5,$162,$130,19.75%
7877198,Acronym,NG8-PS,os,$450,$294,34.67%
7799158,Acronym,3a-1,os,$1650,-,
6665275,Acronym  Nike,Nike  Presto Cool Grey/black,9,$290,$250,13.79%
6854954,Acronym,J-66GT,s,$1900,-,
5786448,Acronym, DS-HD2 DUST FW1213 hoodie 3XDRY,s,$950,$855,10.0%
5362107,Acronym  Nike,Vapormax,11,$320,-,
3484699,Acronym  Nike, Nike AF1 Downtown Hi SP,8,$350,-,
6749138,Acronym  Nike,Nike X  Presto Mid Pink Blue Yellow Black,12,$375,$303,19.2%
6121172,Acronym,NG5-AK,os,$1000,$531,46.9%
5418378,Acronym  Nike  Nike ACG,Air Vapormax Moc 2.0 The Illusional Ja Volt,9.5,$315,-,
5064670,Acronym  Nike, Vapormax FK Moc 2 White DS,9,$445,-,
6788587,Acronym  Nike,nike air presto MID / ,10,$330,$198,40.0%
7256058,Acronym  Nike,Air Presto Mid  Cool Grey,11,$220,$197,10.45%
7363886,Acronym, J 56-S HD,s,$2300,-,
4931489,Acronym  Nike,Air Vapormax FK Moc 2/ ,9,$470,$300,36.17%
5812229,Acronym  Nike,Nike x  Air VaporMax Moc 2 🔥🔥🔥,12,$275,-,
5545268,Acronym,vapormax,6,$240,$194,19.17%
3504959,Acronym  Nike,Nike Air Force 1 Downtown  Black Olive,7,$280,$200,28.57%
4567465,Acronym  Nike,Air Presto Mid,11,$680,-,
7941377,Acronym  Nike, Black Suede Air Force Lunar 1,12,$400,$291,27.25%
8136649,Acronym,J38-GT black,m,$2600,$2340,10.0%
8135356,Acronym, 3A-1 Left,os,$1300,-,
5608422,Acronym  Nike,NikeLab x  Air Vapormax Flyknit Moc 2,12.5,$280,$226,19.29%
6700231,Acronym  Nike,Nike X  Sz L 11-12,11,$800,$583,27.13%
7133998,Acronym  Nike,Nike X  Presto Olive *XL*,13,$750,$607,19.07%
8019629,Acronym  Nike,Nike  Air Presto Mid,9,$290,$234,19.31%
7227542,Acronym,NG9-PS,os,$420,$378,10.0%
7349306,Acronym  Nike,Air Force 1 Downtown,11,$299,-,
4167998,Acronym  Nike,Lunar Air Force One,12,$400,-,
2245720,Acronym  Nike,Air Presto Mid - OLIVE,9,$1100,$990,10.0%
6384783,Acronym  Nike,Nike Air Presto Mid  Racer Pink,10,$400,$324,19.0%
4301342,Acronym,Ch-j3b,l,$1100,$990,10.0%
7624865,Acronym,P10-S,33,$750,-,
7091391,Acronym,ACR-,l,$650,$585,10.0%
6420345,Acronym  Nike, x Nike Air Presto Mid Hot Lava Volt,8,$1050,-,
6224933,Acronym,sp28ts-s,30,$1750,-,
2925621,Acronym  Nike,Air Force 1 AF1 Downtown,9.5,$375,$337,10.13%
8575495,Acronym,GT-J5A,l,$3500,-,
8367310,Acronym  Nike,Nike x  Lunar Force 1,11,$300,-,
8504621,Acronym  Nike,Nike  Presto Mid Pacer Pink,8,$190,-,
7101627,Acronym  Nike,Nike  Presto,9,$270,$196,27.41%
8416997,Acronym  Nemen,J40-L,m,$4398,-,
7977990,Acronym,SP12TS-S Olive SZ L,34,$700,-,
7565048,Acronym  Nike, Prestos Cool Grey,10,$200,-,
7311604,Acronym, x Roborace Hoodie,m,$230,$207,10.0%
8386107,Acronym, J62-S FW17/18 Size S,s,$1500,-,
8424604,Acronym, P23A-S RAF GREEN MEDIUM,32,$1400,$1360,2.86%
8151592,Acronym, P23A-S RAF GREEN XL,36,$1450,$1305,10.0%
4944122,Acronym  Nike,Nike X  Air Vapormax Flyknit Moc 2,12,$490,$396,19.18%
7061041,Acronym,T-shirt,xl,$200,$145,27.5%
5882256,Acronym, SP12TS-S,31,$850,$619,27.18%
8004589,Acronym  Hypebeast, Hypefest Black Hoodie,m,$250,$130,48.0%
8004569,Acronym  Hypebeast,Human Machine Volt Hoodie,m,$250,$130,48.0%
8522952,Acronym  Nike,Af1 Downtown,9.5,$200,$180,10.0%
8263796,Acronym  Nike,Vapormax,9.5,$250,-,
6444364,Acronym  Kostas Seremetis  Nike,Unreleased Presto Nike  Tee,l,$225,$43,80.89%
7768489,Acronym,NG9-PS,os,$349,-,
7414404,Acronym  Nike,Nike  Presto Black,11,$230,$207,10.0%
6554703,Acronym  Nike,Nike Air Presto Mid  Dynamic Yellow Size 10,10,$290,$210,27.59%
6655838,Acronym  Nike,Nike Air Presto Mid  Cool Grey Size 12,12,$255,$206,19.22%
7996283,Acronym,Air Force 1,11,$220,-,
6911508,Acronym,NG8-PS,os,$400,$291,27.25%
6857187,Acronym,NG4-PS,os,$5000,-,
6854964,Acronym,J-69GT,s,$1700,-,
6652302,Acronym, J57 TS-SS JACKET,s,$1455,-,
5421647,Acronym  Nike,Nike  vapormax,9,$550,$324,41.09%
2082504,Acronym  Nike,DAF1-006 Nike® AF1 Downtown Hi SP / ®,9.5,$500,-,
8511825,Acronym,LA6B-DS,s,$1000,$900,10.0%
8495262,Acronym,P27H-DS,32,$1250,$1012,19.04%
8285423,Acronym,p23TS-CH,36,$1100,$990,10.0%
7743449,Acronym,3A-MK2 Olive,os,$400,$291,27.25%
7876921,Acronym  Nike,Vapormax Moc 2,9.5,$265,$238,10.19%
8395785,Acronym,3A-MZ3 (pair),os,$450,-,
8212789,Acronym,P24-S RAF,32,$600,-,
7661414,Acronym  Nike,Air Presto  Olive Size S,9.5,$800,-,
5786342,Acronym, DS-KA3 BLACK SS13,s,$640,$518,19.06%
5786410,Acronym, SP9-E SS12 BLACK,32,$750,$607,19.07%
4970152,Acronym  Nike,Nike Vapormax flyknit Moc 2 X ,7,$330,$238,27.88%
6563789,Acronym  Nike,Air Presto Mid  Racer Pink Size 12 Black Photo Blue White AH7832-600 NEW,12,$329,-,
5518085,Acronym  Nike,Air Vapormac Moc 2 -  Sail,10.5,$350,$300,14.29%
8441242,Acronym  Nike,Nike X  Air Presto Mid Olive Size Small,10,$450,-,
8238437,Acronym, Bomber J57TS-SS (AW16),m,$1500,$1215,19.0%
8388283,Acronym, P24A-S size L BLACK,34,$1600,$1260,21.25%
7640564,Acronym, NG4-PS - Black,os,$1250,-,
7271941,Acronym  Nike, x Nike AF1 Downtown Hi,9,$300,-,
6569051,Acronym  Nike, x Nike Air Presto Mid Black,9,$425,$249,41.41%
6647658,Acronym  Nike,Air Presto Mid / ,10,$315,$228,27.62%
4959693,Acronym  Nike, x Nike Vapormax Moc 2,8,$440,$396,10.0%
2722113,Acronym  Nike,Downtown Air Force 1,12,$267,-,
8501687,Acronym, P23A-S RAF sz M,32,$1300,$1170,10.0%
8269301,Acronym,P23TS-S RAF Green SZ M,34,$1600,-,
8223209,Acronym  Nike,NIKE  PRESTO AIR MID SIZE US 10, UK 9, EUR 44, CM 2 RACER PINK PHOTO BLUE,10,$259,-,
5381279,Acronym  Nike, Vapormax FK Moc 2 Black DS,9.5,$350,-,
7803941,Acronym  Nike,Nike Air Force 1 Downtown,12,$320,$181,43.44%
8454789,Acronym,J47R-GT size L Full Pack,l,$1650,-,
8151247,Acronym  Nike,Nike x  Lunar Force 1 UK11 Turbo Green/Purple/White/Red,12,$360,$340,5.56%
8073107,Acronym  Nike,Nike  Air Presto Mid Olive,8.5,$850,-,
6625572,Acronym  Nike,Nike x  Air Presto,10,$250,$202,19.2%
6421370,Acronym  Nike, x Nike Air Vapormax FK Moc 2 Sail Cargo DS,8,$299,-,
6420645,Acronym  Nike, x Nike Air Presto Med Olive DS,8,$1150,-,
5488545,Acronym  Nike,Air VaporMax Moc 2  Sail,12.5,$280,$252,10.0%
8485162,Acronym,NTS-NG1 White Logo,os,$200,-,
8476977,Acronym, GT-J11X,l,$800,$760,5.0%
8362807,Acronym,P17-DS,32,$2000,$1800,10.0%
6748761,Acronym,Hypefest  Roborace Tee Black,m,$250,$145,42.0%
8239610,Acronym, SS18 J66-GT in Black,s,$2000,$1620,19.0%
8536724,Acronym  Nike,Nike  Presto Grey,10,$150,$135,10.0%
8414403,Acronym,NG9-PS,os,$350,$315,10.0%
8044913,Acronym  Nike,Nike X  Presto Racer Pink,11,$250,-,
7565922,Acronym  Nike,Nike x  Olive Prestos,9.5,$900,$810,10.0%
7296214,Acronym  Nike,Nike  Shirt,xl,$80,$57,28.75%
7418367,Acronym, x Nike Air Presto Mid 'Volt',11.5,$650,$585,10.0%
7608913,Acronym  Nike  Nike ACG, AF1 Downtown HI SP,8,$185,$150,18.92%
7064064,Acronym,Ng8,os,$350,$250,28.57%
6630045,Acronym, X Nike Presto Mid,6,$240,$160,33.33%
6882104,Acronym  Nike,Lunar air Force 1,15,$225,$162,28.0%
6121372,Acronym,3A-E1 L,os,$1000,$429,57.1%
7610967,Acronym  Nike,Air Presto Mid,9.5,$680,$612,10.0%
7255398,Acronym  Nike,Air Presto Mid - Cool Grey/Black,10,$300,$243,19.0%
6909072,Acronym  Nike,Prestos cool grey,11,$245,$198,19.18%
8046550,Acronym,P23A-S,34,$1450,-,
5918092,Acronym  Nike,AIR VAPORMAX FK MOC 2,8,$315,$254,19.37%
7204132,Acronym  Nike,Lunar Force 1 Low,11.5,$650,$526,19.08%
7780268,Acronym  Nike,lunar force 1 /  ‘17 white,11.5,$300,-,
7755382,Acronym,P23a-s,30,$2200,-,
7674804,Acronym  Nike,Crimson Lunar Force 1,6,$1000,-,
7445197,Acronym  Nike, x Nike Presto,8,$260,$245,5.77%
3774397,Acronym  Nike,DAF - 003,8,$300,$218,27.33%
6860079,Acronym  Nike,AF1 Downtown Hi Sp ,10,$330,$297,10.0%
6682469,Acronym  Nike,Nike  Presto Mid,10,$280,$240,14.29%
6687336,Acronym  Nike,Nike Air Presto Mid  Cool Grey,13,$260,-,
3961504,Acronym  Nike,air lunar force 1,12,$395,-,
8105890,Acronym  Errolson Hugh, x Roborace Volt Human-Machine Hoodie *Hypefest Exclusive*,l,$225,$181,19.56%
8027304,Acronym  Nemen,S13-W Wool/cotton Double-faced Hoodie,s,$350,$315,10.0%
